"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","CNODE3",,,,"User:","attodev"
"Cmdline:","dstat -tcmndrylpg --output /opt/stack/logs/dstat-csv.log",,,,"Date:","07 Mar 2017 19:12:13 KST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",
07-03 19:19:20,0.334,0.167,99.416,0.083,0.0,0.0,1726500864.0,184901632.0,2642395136.0,62971850752.0,1978.0,764.0,0.0,73728.0,0.0,3.0,393.0,926.0,0.120,0.470,0.420,1.0,0.0,0.0,0.0,0.0
07-03 19:19:21,0.334,0.167,99.499,0.0,0.0,0.0,1726500864.0,184901632.0,2642395136.0,62971850752.0,78.0,102.0,0.0,0.0,0.0,0.0,351.0,731.0,0.120,0.470,0.420,0.0,0.0,0.0,0.0,0.0
07-03 19:19:22,0.334,0.250,99.416,0.0,0.0,0.0,1726500864.0,184901632.0,2642395136.0,62971850752.0,766.0,166.0,0.0,0.0,0.0,0.0,351.0,831.0,0.120,0.470,0.420,0.0,0.0,0.0,0.0,0.0
07-03 19:19:23,0.334,0.167,99.500,0.0,0.0,0.0,1726500864.0,184901632.0,2642395136.0,62971850752.0,934.0,268.0,0.0,0.0,0.0,0.0,366.0,776.0,0.120,0.470,0.420,0.0,0.0,0.0,0.0,0.0
07-03 19:19:24,0.417,0.083,99.500,0.0,0.0,0.0,1726500864.0,184901632.0,2642395136.0,62971850752.0,1262.0,424.0,0.0,0.0,0.0,0.0,361.0,813.0,0.120,0.470,0.420,0.0,0.0,0.0,0.0,0.0
07-03 19:19:25,0.334,0.250,99.333,0.083,0.0,0.0,1726500864.0,184901632.0,2642395136.0,62971850752.0,1490.0,510.0,0.0,57344.0,0.0,2.0,393.0,903.0,0.110,0.460,0.410,0.0,0.0,1.0,0.0,0.0
07-03 19:19:26,0.334,0.084,99.582,0.0,0.0,0.0,1726881792.0,184901632.0,2642395136.0,62971469824.0,672.0,416.0,0.0,0.0,0.0,0.0,360.0,835.0,0.110,0.460,0.410,0.0,0.0,1.0,0.0,0.0
07-03 19:19:27,0.417,0.167,99.416,0.0,0.0,0.0,1726898176.0,184901632.0,2642395136.0,62971453440.0,1582.0,410.0,0.0,0.0,0.0,0.0,388.0,1139.0,0.110,0.460,0.410,0.0,0.0,1.0,0.0,0.0
07-03 19:19:28,0.418,0.084,99.499,0.0,0.0,0.0,1726898176.0,184901632.0,2642395136.0,62971453440.0,942.0,620.0,0.0,0.0,0.0,0.0,364.0,806.0,0.110,0.460,0.410,0.0,0.0,0.0,0.0,0.0
07-03 19:19:29,0.501,0.083,99.416,0.0,0.0,0.0,1726898176.0,184901632.0,2642395136.0,62971453440.0,1664.0,620.0,0.0,0.0,0.0,0.0,382.0,933.0,0.110,0.460,0.410,0.0,0.0,2.0,0.0,0.0
07-03 19:19:30,0.417,0.250,99.250,0.083,0.0,0.0,1726771200.0,184901632.0,2642395136.0,62971580416.0,1016.0,584.0,0.0,90112.0,0.0,2.0,383.0,901.0,0.100,0.450,0.410,0.0,0.0,2.0,0.0,0.0
07-03 19:19:31,0.334,0.167,99.499,0.0,0.0,0.0,1726767104.0,184901632.0,2642399232.0,62971580416.0,1852.0,408.0,0.0,0.0,0.0,0.0,385.0,846.0,0.100,0.450,0.410,0.0,0.0,0.0,0.0,0.0
07-03 19:19:32,1.337,0.334,98.079,0.251,0.0,0.0,1726541824.0,184930304.0,2646532096.0,62967644160.0,1132.0,914.0,4161536.0,0.0,472.0,0.0,909.0,1739.0,0.100,0.450,0.410,1.0,0.0,2.0,0.0,0.0
07-03 19:19:33,0.334,0.167,99.500,0.0,0.0,0.0,1726541824.0,184930304.0,2646532096.0,62967644160.0,2450.0,440.0,0.0,0.0,0.0,0.0,370.0,799.0,0.100,0.450,0.410,0.0,0.0,0.0,0.0,0.0
07-03 19:19:34,0.500,0.167,99.249,0.083,0.0,0.0,1726418944.0,184930304.0,2646687744.0,62967611392.0,2110.0,3386.0,155648.0,0.0,3.0,0.0,383.0,1343.0,0.100,0.450,0.410,0.0,0.0,2.0,0.0,0.0
07-03 19:19:35,0.334,0.167,99.499,0.0,0.0,0.0,1726418944.0,184930304.0,2646687744.0,62967611392.0,1234.0,304.0,0.0,131072.0,0.0,22.0,400.0,832.0,0.090,0.440,0.410,0.0,0.0,0.0,0.0,0.0
07-03 19:19:36,0.334,0.083,99.499,0.083,0.0,0.0,1726414848.0,184934400.0,2646687744.0,62967611392.0,3920.0,3530.0,0.0,20480.0,0.0,2.0,425.0,979.0,0.090,0.440,0.410,0.0,0.0,0.0,0.0,0.0
07-03 19:19:37,0.500,0.083,99.416,0.0,0.0,0.0,1726398464.0,184934400.0,2646687744.0,62967627776.0,3968.0,2124.0,0.0,0.0,0.0,0.0,407.0,923.0,0.090,0.440,0.410,0.0,0.0,0.0,0.0,0.0
07-03 19:19:38,0.334,0.167,99.499,0.0,0.0,0.0,1726398464.0,184934400.0,2646687744.0,62967627776.0,932.0,0.0,0.0,0.0,0.0,0.0,342.0,746.0,0.090,0.440,0.410,0.0,0.0,0.0,0.0,0.0
07-03 19:19:39,0.501,0.167,99.332,0.0,0.0,0.0,1726361600.0,184934400.0,2646691840.0,62967660544.0,1414.0,308.0,0.0,0.0,0.0,0.0,385.0,1211.0,0.090,0.440,0.410,0.0,0.0,2.0,0.0,0.0
07-03 19:19:40,0.334,0.167,99.499,0.0,0.0,0.0,1726234624.0,184934400.0,2646691840.0,62967787520.0,2802.0,770.0,0.0,0.0,0.0,0.0,388.0,893.0,0.090,0.440,0.410,0.0,0.0,0.0,0.0,0.0
07-03 19:19:41,0.501,0.0,99.499,0.0,0.0,0.0,1726230528.0,184934400.0,2646695936.0,62967787520.0,1268.0,204.0,0.0,0.0,0.0,0.0,361.0,794.0,0.090,0.440,0.410,0.0,0.0,0.0,0.0,0.0
07-03 19:19:42,0.500,0.167,99.333,0.0,0.0,0.0,1726226432.0,184938496.0,2646695936.0,62967787520.0,942.0,588.0,0.0,12288.0,0.0,2.0,380.0,1093.0,0.090,0.440,0.410,0.0,0.0,1.0,0.0,0.0
07-03 19:19:43,0.250,0.250,99.499,0.0,0.0,0.0,1726226432.0,184938496.0,2646695936.0,62967787520.0,1938.0,168.0,0.0,0.0,0.0,0.0,362.0,1078.0,0.090,0.440,0.410,0.0,0.0,0.0,0.0,0.0
07-03 19:19:44,0.334,0.250,99.333,0.083,0.0,0.0,1726226432.0,184938496.0,2646695936.0,62967787520.0,336.0,212.0,0.0,0.0,0.0,0.0,364.0,1082.0,0.090,0.440,0.410,0.0,0.0,1.0,0.0,0.0
07-03 19:19:45,0.417,0.083,99.500,0.0,0.0,0.0,1726226432.0,184938496.0,2646695936.0,62967787520.0,1160.0,472.0,0.0,16384.0,0.0,1.0,372.0,811.0,0.080,0.430,0.400,0.0,0.0,0.0,0.0,0.0
07-03 19:19:46,0.751,0.417,98.832,0.0,0.0,0.0,1730949120.0,184938496.0,2646695936.0,62963064832.0,1364.0,494.0,0.0,0.0,0.0,0.0,401.0,1085.0,0.080,0.430,0.400,1.0,0.0,31.0,0.0,0.0
07-03 19:19:47,4.348,5.435,90.217,0.0,0.0,0.0,1726251008.0,184942592.0,2646691840.0,62967762944.0,1448.0,35278.0,0.0,65536.0,0.0,2.0,1738.0,13721.0,0.080,0.430,0.400,2.0,0.0,1378.0,0.0,0.0
07-03 19:19:48,1.250,0.417,98.333,0.0,0.0,0.0,1618833408.0,184942592.0,2646695936.0,63075176448.0,1118.0,6566.0,0.0,0.0,0.0,0.0,323.0,762.0,0.080,0.430,0.400,2.0,0.0,8.0,0.0,0.0
07-03 19:19:49,1.085,0.584,98.331,0.0,0.0,0.0,1531068416.0,184942592.0,2646691840.0,63162945536.0,1682.0,4150.0,0.0,0.0,0.0,0.0,416.0,2191.0,0.080,0.430,0.400,1.0,0.0,74.0,0.0,0.0
07-03 19:19:50,5.514,2.005,92.481,0.0,0.0,0.0,1099878400.0,184942592.0,2646425600.0,63594401792.0,4166.0,9316.0,0.0,16384.0,0.0,3.0,891.0,3394.0,0.070,0.420,0.400,0.0,0.0,168.0,0.0,0.0
07-03 19:19:51,0.250,0.083,99.667,0.0,0.0,0.0,1098842112.0,184942592.0,2646425600.0,63595438080.0,800.0,426.0,0.0,0.0,0.0,0.0,248.0,633.0,0.070,0.420,0.400,0.0,0.0,4.0,0.0,0.0
07-03 19:19:52,0.167,0.083,99.666,0.083,0.0,0.0,1098915840.0,184942592.0,2646425600.0,63595364352.0,590.0,0.0,0.0,0.0,0.0,0.0,211.0,564.0,0.070,0.420,0.400,1.0,0.0,0.0,0.0,0.0
07-03 19:19:53,0.250,0.083,99.667,0.0,0.0,0.0,1099038720.0,184946688.0,2646425600.0,63595237376.0,590.0,0.0,0.0,147456.0,0.0,2.0,211.0,496.0,0.070,0.420,0.400,0.0,0.0,0.0,0.0,0.0
07-03 19:19:54,2.087,0.668,97.245,0.0,0.0,0.0,1119256576.0,184946688.0,2646687744.0,63574757376.0,1118.0,1384.0,0.0,4096.0,0.0,1.0,375.0,1670.0,0.070,0.420,0.400,0.0,0.0,133.0,0.0,0.0
07-03 19:19:55,0.250,0.417,99.333,0.0,0.0,0.0,1119539200.0,184946688.0,2646687744.0,63574474752.0,726.0,4104.0,0.0,4096.0,0.0,1.0,371.0,1403.0,0.150,0.430,0.410,1.0,0.0,70.0,0.0,0.0
07-03 19:19:56,0.921,1.339,97.741,0.0,0.0,0.0,1096454144.0,184946688.0,2646683648.0,63597563904.0,2368.0,5526.0,0.0,4096.0,0.0,1.0,531.0,2803.0,0.150,0.430,0.410,1.0,0.0,124.0,0.0,0.0
07-03 19:19:57,0.917,1.751,97.248,0.0,0.0,0.083,1094864896.0,184946688.0,2646421504.0,63599415296.0,1584.0,14864.0,0.0,0.0,0.0,0.0,609.0,3327.0,0.150,0.430,0.410,1.0,0.0,272.0,0.0,0.0
07-03 19:19:58,0.167,0.083,99.667,0.083,0.0,0.0,1093521408.0,184946688.0,2646421504.0,63600758784.0,2108.0,866.0,0.0,0.0,0.0,0.0,221.0,685.0,0.150,0.430,0.410,0.0,0.0,6.0,0.0,0.0
07-03 19:19:59,0.251,0.167,99.582,0.0,0.0,0.0,1093500928.0,184950784.0,2646421504.0,63600775168.0,590.0,0.0,0.0,102400.0,0.0,2.0,249.0,667.0,0.150,0.430,0.410,0.0,0.0,2.0,0.0,0.0
07-03 19:20:00,0.250,0.083,99.666,0.0,0.0,0.0,1093246976.0,184950784.0,2646421504.0,63601029120.0,1180.0,0.0,0.0,0.0,0.0,0.0,223.0,563.0,0.140,0.420,0.400,0.0,0.0,0.0,0.0,0.0
07-03 19:20:01,0.334,0.083,99.583,0.0,0.0,0.0,1093242880.0,184950784.0,2646425600.0,63601029120.0,590.0,0.0,0.0,0.0,0.0,0.0,217.0,489.0,0.140,0.420,0.400,0.0,0.0,0.0,0.0,0.0
07-03 19:20:02,0.250,0.083,99.583,0.083,0.0,0.0,1093238784.0,184950784.0,2646429696.0,63601029120.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,780.0,0.140,0.420,0.400,0.0,0.0,0.0,0.0,0.0


"Host:","CNODE3",,,,"User:","attodev"
"Cmdline:","dstat -tcmndrylpg --output /opt/stack/logs/dstat-csv.log",,,,"Date:","07 Mar 2017 19:22:09 KST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out"
07-03 19:22:09,1.133,0.192,98.581,0.092,0.0,0.002,992387072.0,186007552.0,2648911872.0,63698341888.0,0.0,0.0,66208.102,836612.977,2.033,16.741,354.302,1391.366,0.540,0.510,0.440,0.000,0.0,16.126,0.0,0.0
07-03 19:22:10,6.156,1.581,91.181,1.082,0.0,0.0,1041391616.0,186146816.0,2648502272.0,63649607680.0,3358.0,12012.0,0.0,2461696.0,0.0,117.0,1020.0,5678.0,0.540,0.510,0.440,1.0,0.0,111.0,0.0,0.0
07-03 19:22:11,1.920,1.002,91.653,5.342,0.0,0.083,1043177472.0,186732544.0,2649894912.0,63645843456.0,4556.0,93630.0,0.0,25473024.0,0.0,564.0,1588.0,7358.0,0.820,0.560,0.450,1.0,1.0,0.0,0.0,0.0
07-03 19:22:12,3.344,1.171,91.722,3.679,0.0,0.084,991354880.0,187138048.0,2649006080.0,63698149376.0,4628.0,11998.0,0.0,8630272.0,0.0,394.0,1483.0,6680.0,0.820,0.560,0.450,0.0,0.0,90.0,0.0,0.0
07-03 19:22:13,0.167,0.083,99.750,0.0,0.0,0.0,991338496.0,187138048.0,2649006080.0,63698165760.0,650.0,0.0,0.0,0.0,0.0,0.0,173.0,449.0,0.820,0.560,0.450,1.0,0.0,0.0,0.0,0.0
07-03 19:22:14,0.250,0.083,99.667,0.0,0.0,0.0,991338496.0,187138048.0,2649006080.0,63698165760.0,650.0,0.0,0.0,0.0,0.0,0.0,164.0,964.0,0.820,0.560,0.450,1.0,0.0,0.0,0.0,0.0
07-03 19:22:15,0.501,0.501,98.748,0.250,0.0,0.0,992452608.0,187150336.0,2649010176.0,63697035264.0,590.0,1148.0,0.0,7401472.0,0.0,82.0,314.0,1314.0,0.820,0.560,0.450,1.0,0.0,22.0,0.0,0.0
07-03 19:22:16,3.344,0.669,95.736,0.251,0.0,0.0,1039933440.0,187158528.0,2649268224.0,63649288192.0,1130.0,460.0,0.0,7581696.0,0.0,51.0,427.0,1497.0,0.830,0.570,0.460,0.0,1.0,143.0,0.0,0.0
07-03 19:22:17,0.500,0.749,98.668,0.083,0.0,0.0,1046265856.0,187166720.0,2649280512.0,63642935296.0,1448.0,6652.0,0.0,851968.0,0.0,43.0,410.0,1742.0,0.830,0.570,0.460,0.0,0.0,102.0,0.0,0.0
07-03 19:22:18,0.250,0.083,99.666,0.0,0.0,0.0,1046392832.0,187166720.0,2649280512.0,63642808320.0,590.0,0.0,0.0,0.0,0.0,0.0,202.0,484.0,0.830,0.570,0.460,1.0,0.0,0.0,0.0,0.0
07-03 19:22:19,0.417,0.083,99.500,0.0,0.0,0.0,1046392832.0,187166720.0,2649280512.0,63642808320.0,650.0,0.0,0.0,0.0,0.0,0.0,207.0,753.0,0.830,0.570,0.460,1.0,0.0,0.0,0.0,0.0
07-03 19:22:20,1.003,1.420,97.577,0.0,0.0,0.0,1051734016.0,187166720.0,2649292800.0,63637454848.0,3494.0,9432.0,0.0,0.0,0.0,0.0,476.0,1976.0,0.830,0.570,0.460,1.0,0.0,110.0,0.0,0.0
07-03 19:22:21,0.333,0.083,99.500,0.083,0.0,0.0,1051734016.0,187166720.0,2649292800.0,63637454848.0,590.0,0.0,0.0,0.0,0.0,0.0,211.0,464.0,0.770,0.560,0.460,1.0,0.0,0.0,0.0,0.0
07-03 19:22:22,0.250,0.083,99.666,0.0,0.0,0.0,1052049408.0,187170816.0,2649292800.0,63637135360.0,0.0,0.0,0.0,73728.0,0.0,2.0,197.0,485.0,0.770,0.560,0.460,1.0,0.0,0.0,0.0,0.0
07-03 19:22:23,5.421,1.501,93.078,0.0,0.0,0.0,1086164992.0,187170816.0,2649296896.0,63603015680.0,1972.0,5230.0,0.0,4096.0,0.0,1.0,675.0,2759.0,0.770,0.560,0.460,1.0,0.0,70.0,0.0,0.0
07-03 19:22:24,8.264,0.334,91.402,0.0,0.0,0.0,1105444864.0,187170816.0,2649403392.0,63583629312.0,60.0,0.0,0.0,0.0,0.0,0.0,650.0,2938.0,0.770,0.560,0.460,1.0,0.0,2.0,0.0,0.0
07-03 19:22:25,7.602,0.752,91.646,0.0,0.0,0.0,1107877888.0,187170816.0,2649411584.0,63581188096.0,1910.0,4916.0,0.0,0.0,0.0,0.0,694.0,10264.0,0.770,0.560,0.460,1.0,0.0,81.0,0.0,0.0
07-03 19:22:26,7.827,0.666,91.424,0.083,0.0,0.0,1153576960.0,187170816.0,2649427968.0,63535472640.0,590.0,5660.0,0.0,126976.0,0.0,3.0,705.0,1729.0,0.780,0.570,0.460,1.0,0.0,4.0,0.0,0.0
07-03 19:22:27,7.268,1.170,91.312,0.251,0.0,0.0,1121087488.0,187207680.0,2649436160.0,63567917056.0,3964.0,10310.0,0.0,200704.0,0.0,28.0,947.0,3469.0,0.780,0.570,0.460,1.0,0.0,65.0,0.0,0.0
07-03 19:22:28,7.917,0.583,91.500,0.0,0.0,0.0,1169883136.0,187207680.0,2649440256.0,63519117312.0,590.0,0.0,0.0,0.0,0.0,0.0,701.0,1669.0,0.780,0.570,0.460,1.0,0.0,4.0,0.0,0.0
07-03 19:22:29,8.410,0.250,91.257,0.083,0.0,0.0,1179807744.0,187207680.0,2649546752.0,63509086208.0,60.0,0.0,0.0,0.0,0.0,0.0,635.0,4340.0,0.780,0.570,0.460,1.0,0.0,2.0,0.0,0.0
07-03 19:22:30,8.090,0.417,91.493,0.0,0.0,0.0,1193168896.0,187207680.0,2649550848.0,63495720960.0,3292.0,0.0,0.0,0.0,0.0,0.0,581.0,9258.0,0.780,0.570,0.460,1.0,0.0,2.0,0.0,0.0
07-03 19:22:31,8.090,0.500,91.410,0.0,0.0,0.0,1235099648.0,187207680.0,2649657344.0,63453683712.0,590.0,0.0,0.0,0.0,0.0,0.0,666.0,3314.0,0.880,0.590,0.470,1.0,0.0,6.0,0.0,0.0
07-03 19:22:32,8.500,0.083,91.417,0.0,0.0,0.0,1245630464.0,187207680.0,2649665536.0,63443144704.0,0.0,0.0,0.0,172032.0,0.0,2.0,538.0,2276.0,0.880,0.590,0.470,1.0,0.0,0.0,0.0,0.0
07-03 19:22:33,7.833,0.750,91.333,0.083,0.0,0.0,1248014336.0,187207680.0,2649681920.0,63440744448.0,3568.0,864.0,0.0,77824.0,0.0,6.0,762.0,3077.0,0.880,0.590,0.470,1.0,0.0,12.0,0.0,0.0
07-03 19:22:34,8.167,0.417,91.417,0.0,0.0,0.0,1287782400.0,187207680.0,2649681920.0,63400976384.0,650.0,0.0,0.0,0.0,0.0,0.0,676.0,1477.0,0.880,0.590,0.470,1.0,0.0,4.0,0.0,0.0
07-03 19:22:35,8.340,0.167,91.493,0.0,0.0,0.0,1308016640.0,187207680.0,2649788416.0,63380635648.0,590.0,0.0,0.0,0.0,0.0,0.0,661.0,3584.0,0.880,0.590,0.470,1.0,0.0,2.0,0.0,0.0
07-03 19:22:36,8.250,0.333,91.333,0.083,0.0,0.0,1294155776.0,187207680.0,2649808896.0,63394476032.0,1770.0,642.0,0.0,73728.0,0.0,6.0,583.0,7021.0,0.970,0.620,0.470,2.0,0.0,8.0,0.0,0.0
07-03 19:22:37,8.180,0.417,91.319,0.083,0.0,0.0,1319849984.0,187219968.0,2649808896.0,63368769536.0,1720.0,0.0,0.0,1294336.0,0.0,41.0,729.0,2253.0,0.970,0.620,0.470,1.0,0.0,4.0,0.0,0.0
07-03 19:22:38,7.993,0.583,91.341,0.083,0.0,0.0,1321316352.0,187224064.0,2649821184.0,63367286784.0,1184.0,1974.0,0.0,32768.0,0.0,3.0,745.0,2097.0,0.970,0.620,0.470,1.0,0.0,24.0,0.0,0.0
07-03 19:22:39,7.756,0.834,91.410,0.0,0.0,0.0,1368592384.0,187224064.0,2649915392.0,63319916544.0,650.0,0.0,0.0,122880.0,0.0,1.0,684.0,3233.0,0.970,0.620,0.470,1.0,0.0,4.0,0.0,0.0
07-03 19:22:40,8.431,0.167,91.402,0.0,0.0,0.0,1377210368.0,187224064.0,2649931776.0,63311282176.0,1180.0,0.0,0.0,0.0,0.0,0.0,652.0,11019.0,0.970,0.620,0.470,1.0,0.0,4.0,0.0,0.0
07-03 19:22:41,7.840,0.584,91.493,0.083,0.0,0.0,1407688704.0,187236352.0,2649948160.0,63280775168.0,590.0,0.0,0.0,69632.0,0.0,6.0,648.0,10556.0,1.050,0.640,0.480,1.0,0.0,4.0,0.0,0.0
07-03 19:22:42,8.326,0.416,91.257,0.0,0.0,0.0,1433358336.0,187236352.0,2650054656.0,63254999040.0,590.0,0.0,0.0,0.0,0.0,0.0,670.0,3754.0,1.050,0.640,0.480,1.0,0.0,2.0,0.0,0.0
07-03 19:22:43,8.180,0.334,91.486,0.0,0.0,0.0,1414119424.0,187236352.0,2650075136.0,63274217472.0,788.0,754.0,0.0,0.0,0.0,0.0,584.0,7432.0,1.050,0.640,0.480,1.0,0.0,8.0,0.0,0.0
07-03 19:22:44,8.326,0.250,91.341,0.083,0.0,0.0,1438711808.0,187240448.0,2650075136.0,63249620992.0,60.0,0.0,0.0,905216.0,0.0,97.0,756.0,3291.0,1.050,0.640,0.480,1.0,0.0,5.0,0.0,0.0
07-03 19:22:45,7.673,0.917,91.326,0.083,0.0,0.0,1441046528.0,187244544.0,2650099712.0,63247257600.0,1510.0,1166.0,0.0,122880.0,0.0,6.0,746.0,2769.0,1.050,0.640,0.480,1.0,0.0,18.0,0.0,0.0
07-03 19:22:46,7.923,0.584,91.493,0.0,0.0,0.0,1437204480.0,187244544.0,2650136576.0,63251062784.0,1316.0,2306.0,0.0,86016.0,0.0,6.0,769.0,3177.0,1.050,0.650,0.490,1.0,0.0,28.0,0.0,0.0
07-03 19:22:47,7.833,0.667,91.167,0.250,0.0,0.083,1440841728.0,187252736.0,2650144768.0,63247409152.0,432.0,1192.0,0.0,794624.0,0.0,36.0,825.0,2923.0,1.050,0.650,0.490,1.0,0.0,16.0,0.0,0.0
07-03 19:22:48,8.0,0.500,91.417,0.083,0.0,0.0,1436585984.0,187265024.0,2650157056.0,63251640320.0,1588.0,1380.0,0.0,90112.0,0.0,9.0,769.0,2271.0,1.050,0.650,0.490,1.0,0.0,14.0,0.0,0.0
07-03 19:22:49,7.910,0.666,91.257,0.167,0.0,0.0,1435189248.0,187269120.0,2650165248.0,63253024768.0,1046.0,1324.0,0.0,520192.0,0.0,12.0,748.0,2756.0,1.050,0.650,0.490,1.0,0.0,17.0,0.0,0.0
07-03 19:22:50,7.840,0.667,91.410,0.083,0.0,0.0,1434972160.0,187269120.0,2650177536.0,63253229568.0,462.0,1498.0,0.0,114688.0,0.0,9.0,744.0,2868.0,1.050,0.650,0.490,1.0,0.0,23.0,0.0,0.0
07-03 19:22:51,7.763,0.668,91.486,0.083,0.0,0.0,1454342144.0,187273216.0,2650181632.0,63233851392.0,590.0,0.0,0.0,90112.0,0.0,9.0,691.0,2339.0,1.040,0.650,0.490,1.0,0.0,4.0,0.0,0.0
07-03 19:22:52,7.923,0.667,91.410,0.0,0.0,0.0,1449963520.0,187273216.0,2650193920.0,63238217728.0,1052.0,1554.0,0.0,0.0,0.0,0.0,754.0,2109.0,1.040,0.650,0.490,1.0,0.0,21.0,0.0,0.0
07-03 19:22:53,8.007,0.500,91.410,0.083,0.0,0.0,1449570304.0,187277312.0,2650210304.0,63238590464.0,1052.0,1530.0,0.0,98304.0,0.0,9.0,768.0,2692.0,1.040,0.650,0.490,1.0,0.0,21.0,0.0,0.0
07-03 19:22:54,8.167,0.333,91.417,0.083,0.0,0.0,1446629376.0,187277312.0,2650222592.0,63241519104.0,1244.0,1990.0,0.0,565248.0,0.0,14.0,767.0,3287.0,1.040,0.650,0.490,1.0,0.0,25.0,0.0,0.0
07-03 19:22:55,7.756,0.751,91.410,0.083,0.0,0.0,1448628224.0,187285504.0,2650238976.0,63239495680.0,738.0,2498.0,0.0,122880.0,0.0,9.0,780.0,2732.0,1.040,0.650,0.490,1.0,0.0,28.0,0.0,0.0
07-03 19:22:56,7.583,0.917,91.333,0.083,0.0,0.083,1442783232.0,187293696.0,2650271744.0,63245299712.0,788.0,714.0,0.0,61440.0,0.0,6.0,718.0,2642.0,1.040,0.660,0.490,1.0,0.0,11.0,0.0,0.0
07-03 19:22:57,7.853,0.585,91.312,0.251,0.0,0.0,1448218624.0,187314176.0,2650288128.0,63239827456.0,2034.0,1032.0,0.0,1777664.0,0.0,62.0,814.0,3798.0,1.040,0.660,0.490,1.0,0.0,18.0,0.0,0.0
07-03 19:22:58,7.923,0.751,91.326,0.0,0.0,0.0,1442127872.0,187318272.0,2650312704.0,63245889536.0,726.0,2990.0,0.0,61440.0,0.0,6.0,770.0,3082.0,1.040,0.660,0.490,1.0,0.0,36.0,0.0,0.0
07-03 19:22:59,7.987,0.499,91.265,0.083,0.0,0.166,1434734592.0,187326464.0,2650333184.0,63253254144.0,2028.0,714.0,0.0,69632.0,0.0,6.0,767.0,3414.0,1.040,0.660,0.490,1.0,0.0,9.0,0.0,0.0
07-03 19:23:00,8.007,0.667,91.243,0.083,0.0,0.0,1439035392.0,187326464.0,2650365952.0,63248920576.0,2442.0,1134.0,0.0,94208.0,0.0,9.0,754.0,3197.0,1.040,0.660,0.490,1.0,0.0,20.0,0.0,0.0
07-03 19:23:01,8.007,0.500,91.410,0.083,0.0,0.0,1425612800.0,187334656.0,2650378240.0,63262322688.0,0.0,1640.0,0.0,69632.0,0.0,6.0,712.0,2892.0,1.040,0.660,0.500,1.0,0.0,22.0,0.0,0.0
07-03 19:23:02,8.007,0.500,91.493,0.0,0.0,0.0,1459167232.0,187342848.0,2650374144.0,63228764160.0,2838.0,1422.0,0.0,32768.0,0.0,3.0,751.0,2934.0,1.040,0.660,0.500,1.0,0.0,20.0,0.0,0.0
07-03 19:23:03,7.923,0.667,91.326,0.083,0.0,0.0,1452343296.0,187342848.0,2650406912.0,63235555328.0,1968.0,714.0,0.0,36864.0,0.0,3.0,716.0,2156.0,1.040,0.660,0.500,1.0,0.0,11.0,0.0,0.0
07-03 19:23:04,8.007,0.500,91.410,0.083,0.0,0.0,1453854720.0,187351040.0,2650431488.0,63234011136.0,914.0,1032.0,0.0,90112.0,0.0,9.0,741.0,3434.0,1.040,0.660,0.500,1.0,0.0,18.0,0.0,0.0
07-03 19:23:05,7.846,0.668,91.402,0.083,0.0,0.0,1450266624.0,187355136.0,2650460160.0,63237566464.0,2838.0,3034.0,0.0,61440.0,0.0,6.0,782.0,2989.0,1.040,0.660,0.500,1.0,0.0,38.0,0.0,0.0
07-03 19:23:06,7.673,0.834,91.326,0.083,0.0,0.083,1444634624.0,187355136.0,2650480640.0,63243177984.0,1378.0,714.0,0.0,65536.0,0.0,6.0,749.0,2928.0,1.040,0.670,0.500,1.0,0.0,11.0,0.0,0.0
07-03 19:23:07,7.910,0.666,91.174,0.250,0.0,0.0,1442848768.0,187387904.0,2650505216.0,63244906496.0,920.0,1134.0,0.0,1384448.0,0.0,44.0,784.0,2529.0,1.040,0.670,0.500,1.0,0.0,14.0,0.0,0.0
07-03 19:23:08,7.833,0.833,91.333,0.0,0.0,0.0,1432498176.0,187392000.0,2650525696.0,63255232512.0,1190.0,2102.0,0.0,61440.0,0.0,6.0,753.0,2896.0,1.040,0.670,0.500,1.0,0.0,31.0,0.0,0.0
07-03 19:23:09,8.090,0.584,91.243,0.083,0.0,0.0,1456242688.0,187392000.0,2650525696.0,63231488000.0,1906.0,386.0,0.0,0.0,0.0,0.0,745.0,2284.0,1.040,0.670,0.500,1.0,0.0,4.0,0.0,0.0
07-03 19:23:10,7.500,1.0,91.417,0.083,0.0,0.0,1451876352.0,187404288.0,2650537984.0,63235829760.0,1184.0,2030.0,0.0,90112.0,0.0,9.0,794.0,2655.0,1.040,0.670,0.500,1.0,0.0,27.0,0.0,0.0
07-03 19:23:11,7.840,0.751,91.326,0.083,0.0,0.0,1451249664.0,187408384.0,2650558464.0,63236431872.0,1250.0,2308.0,0.0,110592.0,0.0,9.0,826.0,3075.0,0.950,0.660,0.500,1.0,0.0,28.0,0.0,0.0
